id,lat,lon,transit
1,42.366188,-71.09165,yes
2,42.366238,-71.091705,yes
3,42.36548,-71.091324,yes
4,42.366238,-71.090485,no
5,42.36645,-71.091415,no
6,42.366833,-71.092026,no
7,42.36629,-71.09165,no
8,42.366447,-71.0908,no
9,42.366558,-71.09055,no
10,42.36702,-71.089676,no
11,42.36596,-71.090706,no
12,42.36663,-71.09249,no
13,42.363964,-71.0929,no
14,42.36609,-71.09309,no
15,42.366035,-71.0929,no
16,42.366173,-71.09083,no
17,42.36626,-71.09064,no
18,42.366615,-71.09382,no
19,42.366207,-71.0907,no
20,42.366276,-71.09169,no
21,42.366364,-71.091545,no
22,42.365967,-71.09108,no
23,42.366882,-71.089775,no
24,42.366234,-71.09037,no
25,42.366398,-71.090645,no
