id,lat,lon,transit
1,42.35925,-71.0627,no
2,42.359383,-71.062325,no
3,42.35921,-71.06118,no
4,42.359264,-71.060326,no
5,42.36093,-71.05922,no
6,42.361485,-71.059494,no
7,42.359455,-71.057686,no
8,42.361546,-71.057106,no
9,42.361134,-71.05697,no
10,42.361275,-71.05695,no
11,42.361145,-71.056786,no
12,42.36098,-71.06262,no
13,42.360584,-71.05687,no
14,42.360714,-71.05673,no
15,42.359768,-71.05564,no
16,42.35973,-71.056,no
17,42.359364,-71.05914,no
18,42.36003,-71.05624,no
